file,Google Prediction,YOLO Prediction,Final Prediction,Truth
Manually_Labelled/New/UL1004/FUL2N8G1004.JPG,2N8G,2N8G,2N8G,2N8G
Manually_Labelled/New/UL1008/FUL4K8F1008.JPG,4K8F,4K5F,4K5F,4K8F
Manually_Labelled/New/UL1004/FUL2B3Y1004.JPG,,,,2B3Y
Manually_Labelled/New/LL1005/MLL4O5O1005.JPG,4O5O,1O5O,1O5O,4O5O
Manually_Labelled/New/UL1003/UPPER LALAJA  A- DONE/UPL A1-DONE/DONE/FUL2K4G1003.JPG,2K4G,2K4G,2K4G,2K4G
Manually_Labelled/New/LL1010/FLL4V7K1010.JPG,4V1K,4V7K,4V7K,4V7K
Manually_Labelled/New/UL1007/FUL5W8P1007.JPG,5W8P,5W8P,5W8P,5W8P
Manually_Labelled/New/UL1004/MUL2Y3R1004.JPG,2Y3R,2Y3R,2Y3R,2Y3R
Manually_Labelled/New/UL1007/FUL6O7N1007.JPG,6O7N,6O7N,6O7N,6O7N
Manually_Labelled/New/UL1011/FUL4N6O1011.JPG,4N6O,4N6O,4N6O,4N6O
Manually_Labelled/New/UL1204/FUL5N7V1204.JPG,5N7V,57V,5N7V,5N7V
Manually_Labelled/New/CA1108/MCA1B6O1108.JPG,1B6O,1B6O,1B6O,1B6O
Manually_Labelled/New/LL1104/MLL1W4G1104.JPG,1W4G,W4G,1W4G,1W4G
Manually_Labelled/New/LL1006/FLL3Y6V1006.JPG,3Y6V,3Y6V,3Y6V,3Y6V
Manually_Labelled/New/UL1106/MUL3Y6G1106.JPG,3Y6G,3Y6G,3Y6G,3Y6G
Manually_Labelled/New/UL1011/FUL1G7R1011.JPG,1G1R,G7R,1G1R,1G7R
Manually_Labelled/New/UL1205/MUL1B5K1205.JPG,1K3S1,1B5K,1B5K,1B5K
Manually_Labelled/New/UL1109/MUL2K5O1109.JPG,2K5O,2F5O,2F5O,2K5O
Manually_Labelled/New/UL1109/FUL1W2O1109.JPG,1W2O,1W2O,1W2O,1W2O
Manually_Labelled/New/UL1112/FUL6V7B1112.JPG,6V7B,6V7B,6V7B,6V7B
Manually_Labelled/New/UL1203/FUL4P8Y1203.JPG,4P8Y,4P8Y,4P8Y,4P8Y
Manually_Labelled/New/UL1012/FUL1S7N1012.JPG,1S7N,2S7N,2S7N,1S7N
Manually_Labelled/New/LL1208/FLL7O8G1208.JPG,7O8Y,7O8G,7O8G,7O8G
Manually_Labelled/New/UL1109/MUL7Y8Y1109.JPG,7Y8Y,7Y8Y,7Y8Y,7Y8Y
Manually_Labelled/New/CA1203/MCA3W8K1203.JPG,3W8K,3W8K,3W8K,3W8K
Manually_Labelled/New/UL1104/MUL2B6P1104.JPG,2F6P,28P,2F6P,2B6P
Manually_Labelled/New/UL1207JPEGS/FUL4G8O1207.JPG,4G8O,4G8O,4G8O,4G8O
Manually_Labelled/New/UL1205/MUL3N5W1205.JPG,3N5W,2N5W,2N5W,3N5W
Manually_Labelled/New/UL1007/FUL3P5N1007.JPG,,,,3P5N
Manually_Labelled/New/LL1102/FLL1K8W1102.JPG,1KOW,1K8W,1K8W,1K8W
Manually_Labelled/New/UL1101/MUL4R6F1101.JPG,4R6F,4R6F,4R6F,4R6F
Manually_Labelled/New/UL1007/FUL5G6V1007.JPG,,,,5G6V
Manually_Labelled/New/CA1007/MCA1Y6P1007.JPG,1Y6P,1Y6P,1Y6P,1Y6P
Manually_Labelled/New/LL1109/FLL3O8V1109.JPG,3O8K,3OV,3O8K,3O8V
Manually_Labelled/New/LL1004/MLL4O5O1004.JPG,4O5O,4B5O,4B5O,4O5O
Manually_Labelled/New/LL1107/MLL2Y7Y1107.JPG,2Y7Y,2Y7Y,2Y7Y,2Y7Y
Manually_Labelled/New/UL1001/FUL2P7W1001.JPG,MTDF,2P7W,2P7W,2P7W
Manually_Labelled/New/UL1001/FUL2G4Y1001.JPG,,,,2G4Y
Manually_Labelled/New/CA1105/MCA1W5P1105.JPG,1W5P,W5P,1W5P,1W5P
Manually_Labelled/New/TY1008/FTY5K7B1008.JPG,5K7B,5K7B,5K7B,5K7B
Manually_Labelled/New/UL1009/FUL1W6V1009.JPG,1W6V,1W6V,1W6V,1W6V
Manually_Labelled/New/TY1109/FTY2P3K1109.JPG,2P3K,2P3K,2P3K,2P3K
Manually_Labelled/New/UL1007/FUL2R4O1007.JPG,2F4O,2R4O,2R4O,2R4O
Manually_Labelled/New/UL1206/MUL2B7W1206.JPG,2B7W,2B7W,2B7W,2B7W
Manually_Labelled/New/UL1105/MUL1F4P1105.JPG,1F4P,1F4P,1F4P,1F4P
Manually_Labelled/New/UL1205/FUL1G3V1205.JPG,,,,1G3V
Manually_Labelled/New/UL1111/MUL3B8Y1111.JPG,3B8Y,3B8Y,3B8Y,3B8Y
Manually_Labelled/New/UL1006/FUL5S8O1006.JPG,5S8O,5S8O,5S8O,5S8O
Manually_Labelled/New/LL1103/FLL3O7F1103.JPG,3O7F,3O7F,3O7F,3O7F
Manually_Labelled/New/TY1206/MTY3P8V1206.JPG,3P3V,3P8V,3P8V,3P8V
Manually_Labelled/New/UL1009/MUL1O3K1009.JPG,1O3K,1O3K,1O3K,1O3K
Manually_Labelled/New/TY1007/FTY1R8O1007.JPG,1R8O,1R8O,1R8O,1R8O
Manually_Labelled/New/UL1105/FUL5P6Y1105.JPG,5P6O,5P6O,5P6O,5P6Y
Manually_Labelled/New/LL1009/FLL3K6K1009.JPG,3K6K,3K6K,3K6K,3K6K
Manually_Labelled/New/UL1110/FUL4S7B1110.JPG,,,,4S7B
Manually_Labelled/New/TY1207/FTY2O8V1207.JPG,2O8V,2O8V,2O8V,2O8V
Manually_Labelled/New/UL1102/FUL1F3N1102.JPG,1F3N,1F3N,1F3N,1F3N
Manually_Labelled/New/UL1009/FUL4P5N1009.JPG,4P5N,4P5N,4P5N,4P5N
Manually_Labelled/New/LL1207/MLL3W7B1207.JPG,3W7B,3W7B,3W7B,3W7B
Manually_Labelled/New/CA1002/FCA2W4B1002.JPG,2W7B,2W4B,2W4B,2W4B
Manually_Labelled/New/LL1105/MLL3B4F1105.JPG,3B4F,3B4F,3B4F,3B4F
Manually_Labelled/New/LL1005/MLL3Y7B1005.JPG,3Y7B,3Y7B,3Y7B,3Y7B
Manually_Labelled/New/TY1009/FTY4W8V1009.JPG,4W8VVF,4W8V,4W8V,4W8V
Manually_Labelled/New/UL1106/MUL1V6F1106.JPG,1V6F,1V6F,1V6F,1V6F
Manually_Labelled/New/TY1003/FTY4K8V1003.JPG,4K8V,4K8V,4K8V,4K8V
Manually_Labelled/New/UL1109/FUL5F6F1109.JPG,5F6F,5F6F,5F6F,5F6F
Manually_Labelled/New/UL1107/MUL5R6S1107.JPG,5R6S,5R6S,5R6S,5R6S
Manually_Labelled/New/TY1102/MTY6W8S1102.JPG,6W8S,6W8S,6W8S,6W8S
Manually_Labelled/New/CA1202/FCA1Y6B1202.JPG,1Y6B,1Y6B,1Y6B,1Y6B
Manually_Labelled/New/UL1206/FUL3W4O1206.JPG,3O0Y0,3W4O,3W4O,3W4O
Manually_Labelled/New/UL1112/FUL5W8W1112 (1).JPG,5W8W,5W8W,5W8W,5W8W
Manually_Labelled/New/UL1102/FUL3P6R1102.JPG,,,,3P6R
Manually_Labelled/New/UL1105/MUL6F7R1105.JPG,6F7R,6F7R,6F7R,6F7R
Manually_Labelled/New/LL1008/MLL5R6Y1008.JPG,1949,5R6Y,5R6Y,5R6Y
Manually_Labelled/New/UL1010/FUL1W3R1010.JPG,1W3R,1W3R,1W3R,1W3R
Manually_Labelled/New/TY1202/MTY2B4B1202.JPG,2B4B,2B4B,2B4B,2B4B
Manually_Labelled/New/TY1104/FTY1S3Y1104.JPG,1S3Y,1S3Y,1S3Y,1S3Y
Manually_Labelled/New/UL1002/2-26-10 b - DONE/MEASURED/MUL2G5K1002.JPG,2G5K,2G5K,2G5K,2G5K
Manually_Labelled/New/UL1004/FUL3W4W1004.JPG,FV6BWYW,3W4W,3W4W,3W4W
Manually_Labelled/New/UL1006/FUL4F7O1006.JPG,4F7O,4F7O,4F7O,4F7O
Manually_Labelled/New/LL1006/FLL4P8G1006.JPG,4F8G,4P8G,4P8G,4P8G
Manually_Labelled/New/UL1108/FUL6B8F1108.JPG,6B8F,6B8F,6B8F,6B8F
Manually_Labelled/New/LL1109/MLL6P7K1109.JPG,,,,6P7K
Manually_Labelled/New/CA1011/FCA4R8V1011.JPG,4R8V,4R8V,4R8V,4R8V
Manually_Labelled/New/LL1011/MLL3P5V1011.JPG,3P5V,3P5V,3P5V,3P5V
Manually_Labelled/New/UL1009/FUL1F3O1009.JPG,1B0,1F3O,1F3O,1F3O
Manually_Labelled/New/UL1108/MUL1Y7R1108.JPG,,,,1Y7R
Manually_Labelled/New/LL1110/FLL2B6K1110.JPG,2B6K,2B6K,2B6K,2B6K
Manually_Labelled/New/LL1011/MLL7V8B1011.JPG,7V8B,7V8B,7V8B,7V8B
Manually_Labelled/New/TY1203/MTY2B8G1203.JPG,2F8G,28G,2F8G,2B8G
Manually_Labelled/New/TY1012/FTY3K4G1012.JPG,3K4G,3K4G,3K4G,3K4G
Manually_Labelled/New/UL1112/MUL6V7K1112 (1).JPG,6V7K,6V7K,6V7K,6V7K
Manually_Labelled/New/TY1006/MTY3O7Y1006.JPG,3O7Y,3O7Y,3O7Y,3O7Y
Manually_Labelled/New/UL1206/FUL2G7S1206.JPG,2G7S,2G7S,2G7S,2G7S
Manually_Labelled/New/LL1006/FLL3V8V1006.JPG,3V8V,3V8V,3V8V,3V8V
Manually_Labelled/New/UL1009/FUL4K8K1009.JPG,4K8K,4K8K,4K8K,4K8K
Manually_Labelled/New/UL1201/FUL4F7V1201.JPG,4P7V,4F7V,4F7V,4F7V
Manually_Labelled/New/UL1201/MUL2B8V1201.JPG,2B8V,2B8V,2B8V,2B8V
Manually_Labelled/New/UL1110/FUL2W7G1110.JPG,2W7G,2W7G,2W7G,2W7G
Manually_Labelled/New/CA1207 jpegs/MCA1G6W1207.JPG,1G6W,1G6W,1G6W,1G6W
Manually_Labelled/New/CA1012/FCA6R8W1012.JPG,6RN,6R8N,6R8N,6R8W
Manually_Labelled/New/TY1203/FTY2P5V1203.JPG,,,,2P5V
Manually_Labelled/New/UL1110/FUL7R8K1110.JPG,1R5K,7R8K,7R8K,7R8K
Manually_Labelled/New/UL1104/FUL1R6O1104.JPG,1F6O,1R6O,1R6O,1R6O
Manually_Labelled/New/CA1011/MCA3P4P1011.JPG,3P4P,3P4P,3P4P,3P4P
Manually_Labelled/New/UL1004/FUL2K4B6B1004.JPG,2K4B6B,2K4B6B,2K4B6B,2K4B6B
Manually_Labelled/New/CA1108/FCA3W4W1108.JPG,3W4W,3W4W,3W4W,3W4W
Manually_Labelled/New/UL1112/FUL3O7R1112 (1).JPG,3O7R,3O7R,3O7R,3O7R
Manually_Labelled/New/UL1003/UPPER LALAJA  A- DONE/UPL A1-DONE/DONE/FUL1V5V1003.JPG,1N5V,V5V,1N5V,1V5V
Manually_Labelled/New/UL1207JPEGS/FUL1F8P1207.JPG,1F8P,1F8P,1F8P,1F8P
Manually_Labelled/New/LL1204/MLL1O2O1204.JPG,,,,1O2O
Manually_Labelled/New/LL1104/FLL7F8R1104DUP.JPG,,,,7F8R110
Manually_Labelled/New/TY1204/FTY2W8W1204.JPG,2W8W,W8W,2W8W,2W8W
Manually_Labelled/New/LL1203/FLL4V5G1203.JPG,4V5G,4V5G,4V5G,4V5G
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B1 DONE/MEASURED/MUL6W8O1003.JPG,6W8O,6W8O,6W8O,6W8O
Manually_Labelled/New/UL1202/FUL2F4F1202.JPG,2F4F,2F4F,2F4F,2F4F
Manually_Labelled/New/UL1101/FUL3V5P1101.JPG,3V5P,3V5P,3V5P,3V5P
Manually_Labelled/New/LL1208/MLL4O5R1208.JPG,4G5R,4O5R,4O5R,4O5R
Manually_Labelled/New/UL1104/FUL5S6N1104.JPG,5S6N,5S6N,5S6N,5S6N
Manually_Labelled/New/UL1104/MUL2O5N1104.JPG,2O5N,2O5N,2O5N,2O5N
Manually_Labelled/New/CA1202/FCA1P7W1202.JPG,1P7W,1P7W,1P7W,1P7W
Manually_Labelled/New/UL1204/FUL3K8P1204.JPG,3K8P,3K8P,3K8P,3K8P
Manually_Labelled/New/UL1002/3-2-10 b - DONE/MEASURED/FUL6R8P1002.JPG,6R8P,6R8P,6R8P,6R8P
Manually_Labelled/New/UL1008/MUL2S7O1008.JPG,2S7O,2S7O,2S7O,2S7O
Manually_Labelled/New/UL1107/MUL2Y5K1107.JPG,2Y5K,2Y5K,2Y5K,2Y5K
Manually_Labelled/New/UL1004/MUL1N3P1004.JPG,1N3P,1N3P,1N3P,1N3P
Manually_Labelled/New/UL1202/FUL1B5V1202.JPG,1B5V,1B5V,1B5V,1B5V
Manually_Labelled/New/UL1002/2-26-10 a - DONE/MEASURED/MUL1B6N1002.JPG,1F6N,1B6N,1B6N,1B6N
Manually_Labelled/New/LL1109/MLL1W7R1109.JPG,1W7R,1W7R,1W7R,1W7R
Manually_Labelled/New/UL1101/FUL2F7F1101.JPG,2F7F,2F7F,2F7F,2F7F
Manually_Labelled/New/LL1009/FLL6B7V1009.JPG,6B7V,6B7V,6B7V,6B7V
Manually_Labelled/New/UL1101/FUL1S6S1101.JPG,1S6S,1S6S,1S6S,1S6S
Manually_Labelled/New/UL1004/FUL2O6P1004.JPG,2O6P,2O6P,2O6P,2O6P
Manually_Labelled/New/LL1203/MLL3G7W1203.JPG,3G7W,3G7W,3G7W,3G7W
Manually_Labelled/New/TY1003/MTY4V7W1003.JPG,4V7W,4V7W,4V7W,4V7W
Manually_Labelled/New/UL1004/FUL2G3Y1004.JPG,,,,2G3Y
Manually_Labelled/New/CA1009/FCA1K6P1009.JPG,1K6P,1K6P,1K6P,1K6P
Manually_Labelled/New/LL1007/FLL3Y8V1007.JPG,3Y3V,3Y6V,3Y6V,3Y8V
Manually_Labelled/New/TY1003/MTY7R8K1003.JPG,7R8K,7R8K,7R8K,7R8K
Manually_Labelled/New/UL1109/MUL3B6K1109.JPG,,,,3B6K
Manually_Labelled/New/LL1107/MLL3K6F1107.JPG,3K6F,3K6F,3K6F,3K6F
Manually_Labelled/New/UL1008/FUL1R5G1008.JPG,1R5G,1RG,1R5G,1R5G
Manually_Labelled/New/LL1102/FLL4B6Y1102.JPG,4B6Y,4B6Y,4B6Y,4B6Y
Manually_Labelled/New/CA1003/FCA3O8K1003.JPG,3O8K,3O8K,3O8K,3O8K
Manually_Labelled/New/UL1009/FUL5V7V1009.JPG,5O7O,5V7V,5V7V,5V7V
Manually_Labelled/New/LL1107/FLL4F5V1107.JPG,4Y5V,4V5V,4V5V,4F5V
Manually_Labelled/New/UL1010/MUL2N6V1010.JPG,2N6V,2N6V,2N6V,2N6V
Manually_Labelled/New/LL1111/FLL1F2B1111.JPG,1F2B,1F2B,1F2B,1F2B
Manually_Labelled/New/TY1007/MTY4W7V1007.JPG,4W7V,4W7V,4W7V,4W7V
Manually_Labelled/New/UL1006/MUL6N7B1006.JPG,6N7F,6N7B,6N7B,6N7B
Manually_Labelled/New/CA1105/FCA4W6K1105.JPG,4W6K,4W6K,4W6K,4W6K
Manually_Labelled/New/LL1006/FLL1P6K1006.JPG,1P6K6,1P6K,1P6K,1P6K
Manually_Labelled/New/TY1005/Taylor B1/DCIM/100NCD60/MEASURED/FTY2P5W1005.JPG,2P5W,2P5W,2P5W,2P5W
Manually_Labelled/New/UL1002/2-27-10 b - DONE/MEASURED/FUL1W5P1002.JPG,1W5P,1W5P,1W5P,1W5P
Manually_Labelled/New/UL1007/FUL7G8N1007.JPG,7G8N,7G8N,7G8N,7G8N
Manually_Labelled/New/UL1007/FUL2G3V1007.JPG,2G3V,2G3V,2G3V,2G3V
Manually_Labelled/New/UL1008/MUL1R3P1008.JPG,1R3P,1R3P,1R3P,1R3P
Manually_Labelled/New/LL1003/FLL1R5K1003.JPG,1R5K,R5K,1R5K,1R5K
Manually_Labelled/New/TY1006/FTY2W3P1006.JPG,2W3P,2W3P,2W3P,2W3P
Manually_Labelled/New/LL1208/FLL4P6R1208.JPG,4P6R,4P6R,4P6R,4P6R
Manually_Labelled/New/LL1112/FLL3F8B1112.JPG,3/FF3,3F8B,3F8B,3F8B
Manually_Labelled/New/LL1108/MLL6K7V1108.JPG,6K7V,6K7V,6K7V,6K7V
Manually_Labelled/New/TY1007/MTY7B8P1007.JPG,7B8P,7B8P,7B8P,7B8P
Manually_Labelled/New/CA1110/FCA5R6W1110.JPG,5R6W,5R6W,5R6W,5R6W
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B3 DONE/100NCD60/MEASURED/MUL5K6V1003.JPG,5R6V,5R6V,5R6V,5K6V
Manually_Labelled/New/TY1007/FTY1O7N1007.JPG,1O7N,1O7N,1O7N,1O7N
Manually_Labelled/New/UL1102/FUL7O8F1102.JPG,7O8F,7O8F,7O8F,7O8F
Manually_Labelled/New/LL1207/FLL2Y8R1207.JPG,2Y8R,2Y8R,2Y8R,2Y8R
Manually_Labelled/New/LL1012/FLL1P5W1012.JPG,1P5W,1P5W,1P5W,1P5W
Manually_Labelled/New/UL1108/FUL1N8W1108.JPG,1N5W,1N8W,1N8W,1N8W
Manually_Labelled/New/UL1105/FUL2P8S1105.JPG,2P8S,2P8S,2P8S,2P8S
Manually_Labelled/New/TY1004/Taylor A/Taylor A1/Taylor A/101NCD60/MEASURED/FTY7Y8G1004.JPG,7Y8G,78G,7Y8G,7Y8G
Manually_Labelled/New/TY1006/MTY3R7V1006.JPG,3R7V,3R7V,3R7V,3R7V
Manually_Labelled/New/UL1108/MUL1F2K1108.JPG,1F2K,1F2K,1F2K,1F2K
Manually_Labelled/New/LL1002/FLL4O5Y1002.JPG,,,,4O5Y
Manually_Labelled/New/TY1109/MTY3S8G1109.JPG,3S8G,3S8G,3S8G,3S8G
Manually_Labelled/New/UL1203/MUL3R8O1203.JPG,,,,3R8O
Manually_Labelled/New/UL1105/FUL1B7N1105.JPG,1B1N,1B7N,1B7N,1B7N
Manually_Labelled/New/UL1011/FUL3P4O1011.JPG,3P4O,3P4O,3P4O,3P4O
Manually_Labelled/New/UL1108/FUL2Y7O1108.JPG,2Y7O,2Y7O,2Y7O,2Y7O
Manually_Labelled/New/UL1111/FUL1K2K6Y1111.JPG,1K2K6Y,1K2K6Y,1K2K6Y,1K2K6Y
Manually_Labelled/New/UL1104/FUL1R3S1104.JPG,1F3S,1R3S,1R3S,1R3S
Manually_Labelled/New/UL1004/FUL4B5V1004.JPG,,,,4B5V
Manually_Labelled/New/UL1006/MUL2B4G1006.JPG,,,,2B4G
Manually_Labelled/New/UL1007/FUL4F7O1007.JPG,4/7O,4F7O,4F7O,4F7O
Manually_Labelled/New/UL1010/MUL1O2Y7B1010.JPG,0S4Y8,1O2Y7B,1O2Y7B,1O2Y7B
Manually_Labelled/New/UL1001/FUL2K5G1001.JPG,,,,2K5G
Manually_Labelled/New/UL1104/FUL3O4V1104.JPG,,,,3O4V
Manually_Labelled/New/UL1201/FUL1G3P1201.JPG,1G3P,1G3P,1G3P,1G3P
Manually_Labelled/New/TY1011/FTY3S6V1011.JPG,,,,3S6V
Manually_Labelled/New/UL1001/MUL5V8K1001.JPG,,,,5V8K
Manually_Labelled/New/CA1210 JB/FCA2W5B1210s.JPG,2W5B,2W5B,2W5B,2W5B
Manually_Labelled/New/TY1109/FTY1S2N1109.JPG,1S2N,1S2N,1S2N,1S2N
Manually_Labelled/New/LL1105/FLL5V7F1105.JPG,5V7F,5V7F,5V7F,5V7F
Manually_Labelled/New/UL1001/FUL1K2K1001.JPG,1K7K,1K2K,1K2K,1K2K
Manually_Labelled/New/LL1110/FLL1R6F8F1110.JPG,1R6F5F,1R68F,1R6F5F,1R6F8F
Manually_Labelled/New/UL1107/FUL2W8P1107.JPG,2W8P,2W8P,2W8P,2W8P
Manually_Labelled/New/UL1006/MUL2K7S1006.JPG,2K7S,2K7S,2K7S,2K7S
Manually_Labelled/New/LL1005/MLL4B5R1005.JPG,4B5R,4B5R,4B5R,4B5R
Manually_Labelled/New/TY1109/FTY1V5S1109.JPG,1V5S,1V5S,1V5S,1V5S
Manually_Labelled/New/LL1207/FLL1R7K1207.JPG,1R1K,1R7K,1R7K,1R7K
Manually_Labelled/New/TY1108/FTY2O3V1108.JPG,2O3K,2O3V,2O3V,2O3V
Manually_Labelled/New/LL1201/FLL4N8F1201.JPG,4N5F,4N8F,4N8F,4N8F
Manually_Labelled/New/UL1102/MUL5F8V1102.JPG,5F8V,5F8V,5F8V,5F8V
Manually_Labelled/New/LL1001/MLL1P5P1001.JPG,1P5P,1P5P,1P5P,1P5P
Manually_Labelled/New/UL1008/FUL5N7B1008.JPG,5N7G,5N7B,5N7B,5N7B
Manually_Labelled/New/UL1106/MUL3B7F1106.JPG,3B7F,3B7F,3B7F,3B7F
Manually_Labelled/New/TY1111/FTY5S6S1111.JPG,5S6S,5S6S,5S6S,5S6S
Manually_Labelled/New/LL1006/MLL2G6R1006.JPG,2G6R,2G6R,2G6R,2G6R
Manually_Labelled/New/LL1108/MLL5K6F1108.JPG,5K6F,5K6F,5K6F,5K6F
Manually_Labelled/New/LL1106/FLL5N8F1106.JPG,5N3F,5N8F,5N8F,5N8F
Manually_Labelled/New/UL1109/FUL3V5F1109.JPG,3V5F,3V5F,3V5F,3V5F
Manually_Labelled/New/UL1108/MUL1P4F1108.JPG,1F4S,1P4F,1P4F,1P4F
Manually_Labelled/New/TY1204/FTY2G7Y1204.JPG,2G7Y,2G7Y,2G7Y,2G7Y
Manually_Labelled/New/UL1102/FUL1N6O1102.JPG,1N6O,1N6O,1N6O,1N6O
Manually_Labelled/New/TY1106/FTY4S6P1106.JPG,4S6P,4S6P,4S6P,4S6P
Manually_Labelled/New/UL1105/FUL1P6P1105.JPG,1F6F,1P6P,1P6P,1P6P
Manually_Labelled/New/TY1202/FTY2P5G1202.JPG,2P5O,2P5G,2P5G,2P5G
Manually_Labelled/New/UL1009/MUL3N4W1009.JPG,3N4W,3N4W,3N4W,3N4W
Manually_Labelled/New/UL1003/UPPER LALAJA  B- DONE/UPL B2 DONE/100NCD60/MEASURED/MUL2G5B1003.JPG,2G5B,2G5B,2G5B,2G5B
Manually_Labelled/New/CA1108/FCA2G3G1108.JPG,2Y3G,2G3G,2G3G,2G3G
Manually_Labelled/New/LL1002/FLL2Y8P1002.JPG,2Y8P,21P,2Y8P,2Y8P
Manually_Labelled/New/UL1112/FUL6R7K1112.JPG,6R7K,6R7K,6R7K,6R7K
Manually_Labelled/New/UL1106/FUL5B8G1106.JPG,5B8G,5B8G,5B8G,5B8G
Manually_Labelled/New/LL1207/FLL2G4W1207.JPG,2Y4O,2G6W,2G6W,2G4W
Manually_Labelled/New/LL1208/FLL2K5B1208.JPG,2K5B,2K5B,2K5B,2K5B
Manually_Labelled/New/UL1110/FUL5V6F1110.JPG,5V6F,5V6F,5V6F,5V6F
Manually_Labelled/New/CA1002/MCA5B7R1002.JPG,5B7R,5B7R,5B7R,5B7R
Manually_Labelled/New/LL1205/MLL1Y2B1205.JPG,1Y2B,1Y2B,1Y2B,1Y2B
Manually_Labelled/New/UL1007/FUL3B8W1007.JPG,3F8W,3B8W,3B8W,3B8W
Manually_Labelled/New/LL1008/FLL5V7V1008.JPG,5V7V,5V7V,5V7V,5V7V
Manually_Labelled/New/TY1207/MTY1V3S1207.JPG,3S,1W3S,1W3S,1V3S
Manually_Labelled/New/LL1005/MLL3P6P1005.JPG,3P6P,3F6P,3F6P,3P6P
Manually_Labelled/New/LL1005/FLL5V8W1005.JPG,5V8W,5V8W,5V8W,5V8W
Manually_Labelled/New/TY1102/FTY5B8S1102.JPG,5F8S,5B8S,5B8S,5B8S
Manually_Labelled/New/TY1110/FTY1K4V1110.JPG,1K4O,1K4V,1K4V,1K4V
Manually_Labelled/New/TY1006/FTY4K5W10006.JPG,4K5W,4K5W,4K5W,4K5W1
Manually_Labelled/New/LL1209/FLL1W2V1209.JPG,1W2V,1W2V,1W2V,1W2V
Manually_Labelled/New/TY1105/MTY3W6W1105.JPG,3W6W,3W6W,3W6W,3W6W
Manually_Labelled/New/UL1205/FUL4K6V1205.JPG,4K6V,4K6V,4K6V,4K6V
Manually_Labelled/New/LL1010/FLL4K6B1010.JPG,4K6B,4K6B,4K6B,4K6B
Manually_Labelled/New/UL1002/2-27-10 b - DONE/MEASURED/MUL2W5W1002.JPG,2W5W,2W5W,2W5W,2W5W
Manually_Labelled/New/LL1206/FLL3W6W1206.JPG,3W6W,3W6W,3W6W,3W6W
Manually_Labelled/New/CA1002/FCA4Y8V1002.JPG,4Y8V,4Y8V,4Y8V,4Y8V
Manually_Labelled/New/UL1008/FUL7G8P1008.JPG,7G8O,7G8P,7G8P,7G8P
Manually_Labelled/New/UL1111/MUL4B5F1111.JPG,4B5F,4B5F,4B5F,4B5F
Manually_Labelled/New/CA1010/FCA1P8O1010.JPG,1P8O,1P8O,1P8O,1P8O
Manually_Labelled/New/CA1010/FCA5P7O1010.JPG,597O,5P7O,5P7O,5P7O
Manually_Labelled/New/UL1105/FUL4G8P1105.JPG,4G8P,4G8P,4G8P,4G8P
Manually_Labelled/New/TY1204/MTY2R5O1204.JPG,2R5O,2R5O,2R5O,2R5O
Manually_Labelled/New/TY1108/MTY1B5S1108.JPG,1F5S,1B5S,1B5S,1B5S
Manually_Labelled/New/LL1205/FLL1G6Y1205.JPG,196Y,1G6Y,1G6Y,1G6Y
Manually_Labelled/New/LL1002/FLL1W2P1002.JPG,1W2P,1W2P,1W2P,1W2P
Manually_Labelled/New/LL1102/MLL5B6V1102.JPG,5B6V,5B6V,5B6V,5B6V
Manually_Labelled/New/CA1007/MCA3K7W1007.JPG,3K7W,3K7W,3K7W,3K7W
Manually_Labelled/New/CA1003/MCA1G3O1003.JPG,1G3O,1G3O,1G3O,1G3O
Manually_Labelled/New/UL1106/FUL3P5F1106.JPG,3P5F,3O5F,3O5F,3P5F
Manually_Labelled/New/TY1207/FTY1B4G1207.JPG,1F4G,1B4G,1B4G,1B4G
Manually_Labelled/New/UL1007/FUL1R8O1007.JPG,1R3O,1R8O,1R8O,1R8O
Manually_Labelled/New/UL1109/MUL1R5O1109.JPG,1K5O,1R5O,1R5O,1R5O
Manually_Labelled/New/UL1007/MUL1G6G1007.JPG,1G6G,1G6G,1G6G,1G6G
Manually_Labelled/New/UL1111/FUL6O7G1111.JPG,6O7G,6O7G,6O7G,6O7G
Manually_Labelled/New/CA1008/FCA5V7O1008.JPG,5V7O,5V7O,5V7O,5V7O
Manually_Labelled/New/LL1001/FLL2G7P1001.JPG,2G7P,2G7P,2G7P,2G7P
Manually_Labelled/New/LL1104/FLL3V7K1104.JPG,3J7K,3V7K,3V7K,3V7K
Manually_Labelled/New/TY1206/MTY3KS1206.JPG,3Y7S,3K7S,3K7S,3KS
Manually_Labelled/New/UL1007/FUL3V5W1007.JPG,3V5W,3V5W,3V5W,3V5W
Manually_Labelled/New/UL1204/MUL2Y7P1204.JPG,2Y7P,2Y7P,2Y7P,2Y7P
Manually_Labelled/New/TY1004/Taylor B/Taylor B1/Taylor B/100NCD60/Measured/FTY4V8V1004 (1).JPG,4V8V,4V8V,4V8V,4V8V
Manually_Labelled/New/LL1103/MLL4Y7G1103.JPG,4S7G,4Y7G,4Y7G,4Y7G
Manually_Labelled/New/LL1010/FLL4G6R1010.JPG,4G6R,4G6R,4G6R,4G6R
Manually_Labelled/New/UL1107/FUL1F2F8G1107.JPG,1F2F8G,F2F8G,1F2F8G,1F2F8G
Manually_Labelled/New/UL1104/FUL1O4R1104.JPG,1O4F,1O4R,1O4R,1O4R
